CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpend,AvgSpend,NumTransactions,LastTransaction,UniqueProducts,NumInteractions,LastInteraction,IssuesUnresolved,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
440,53,M,Widowed,High,1920.61,240.07625,8,2022-12-07,4,2.0,2022-10-27,1.0,2023-02-19,34,Online Banking,0
441,24,F,Married,Medium,2560.36,320.045,8,2022-12-31,4,1.0,2022-11-19,1.0,2023-10-28,43,Mobile App,1
442,35,M,Single,Medium,412.55,412.55,1,2022-09-29,1,1.0,2022-10-22,0.0,2023-06-20,35,Mobile App,0
443,25,F,Single,Medium,1115.64,223.12800000000001,5,2022-08-31,4,,,,2023-06-08,28,Website,0
444,38,M,Widowed,Medium,387.51,193.755,2,2022-12-10,1,,,,2023-12-06,31,Mobile App,0
445,43,M,Divorced,High,1002.46,200.49200000000002,5,2022-10-27,4,2.0,2022-12-24,1.0,2023-05-27,30,Online Banking,0
446,20,F,Single,High,1516.93,252.8216666666667,6,2022-09-12,4,2.0,2022-11-23,1.0,2023-10-13,32,Mobile App,0
447,34,F,Married,High,169.69,169.69,1,2022-12-30,1,,,,2023-12-01,13,Website,0
448,68,M,Married,Low,1461.03,208.71857142857144,7,2022-12-07,4,,,,2023-09-08,41,Mobile App,0
449,63,F,Single,High,1460.65,292.13,5,2022-10-03,3,2.0,2022-05-21,2.0,2023-05-11,34,Mobile App,0
450,41,M,Widowed,Low,1527.63,305.526,5,2022-12-17,5,,,,2023-09-08,8,Website,1
451,42,M,Widowed,Medium,364.46,182.23,2,2022-08-17,2,2.0,2022-10-11,1.0,2023-07-13,42,Mobile App,0
452,22,M,Single,High,2341.48,292.685,8,2022-12-08,3,1.0,2022-06-18,1.0,2023-10-18,25,Online Banking,0
453,54,F,Married,High,346.54,346.54,1,2022-07-30,1,,,,2023-04-20,33,Online Banking,0
454,62,F,Divorced,High,472.88,236.44,2,2022-12-26,2,,,,2023-07-13,10,Online Banking,0
455,67,F,Married,High,565.79,188.59666666666666,3,2022-12-18,3,2.0,2022-07-30,0.0,2023-12-23,40,Website,0
456,41,M,Divorced,High,2402.0,266.8888888888889,9,2022-11-23,4,1.0,2022-03-20,1.0,2023-11-22,34,Mobile App,0
457,48,M,Divorced,Medium,1730.33,216.29125,8,2022-10-18,4,2.0,2022-08-07,2.0,2023-06-14,44,Website,0
458,43,M,Single,High,2767.15,307.4611111111111,9,2022-09-29,5,,,,2023-01-10,33,Website,0
459,38,F,Widowed,Low,62.87,62.87,1,2022-09-24,1,1.0,2022-04-24,1.0,2023-03-13,5,Mobile App,0
460,51,M,Divorced,Low,336.72,336.72,1,2022-05-04,1,2.0,2022-07-29,2.0,2023-02-24,45,Online Banking,0
461,55,F,Married,High,449.87,449.87,1,2022-01-19,1,2.0,2022-07-23,2.0,2023-07-15,27,Online Banking,0
462,41,F,Widowed,Low,391.36,130.45333333333335,3,2022-05-17,3,,,,2023-04-09,8,Online Banking,1
463,45,F,Widowed,High,1668.22,238.31714285714287,7,2022-12-08,3,,,,2023-04-17,7,Online Banking,0
464,47,F,Married,Medium,2166.33,240.70333333333332,9,2022-11-30,5,,,,2023-12-11,22,Website,0
465,51,F,Single,Low,1217.08,304.27,4,2022-12-30,3,,,,2023-11-14,46,Website,0
466,69,M,Widowed,High,1918.1599999999999,239.76999999999998,8,2022-10-27,4,,,,2023-06-25,28,Online Banking,1
467,69,M,Divorced,Low,1104.21,276.0525,4,2022-11-27,3,1.0,2022-04-18,0.0,2023-12-17,9,Website,0
468,40,M,Married,High,818.31,204.5775,4,2022-05-26,3,,,,2023-12-23,31,Online Banking,0
469,25,M,Divorced,Low,1626.7,271.1166666666667,6,2022-12-16,4,2.0,2022-07-01,2.0,2023-10-24,4,Mobile App,1
470,59,F,Married,Medium,1916.68,319.44666666666666,6,2022-11-24,5,1.0,2022-03-19,1.0,2023-06-09,5,Website,1
471,67,F,Married,Low,1109.17,221.834,5,2022-09-03,4,2.0,2022-06-26,1.0,2023-01-10,13,Mobile App,0
472,27,F,Widowed,Low,2217.2799999999997,246.36444444444442,9,2022-12-30,5,,,,2023-12-30,6,Mobile App,0
473,18,M,Married,Low,251.45999999999998,83.82,3,2022-12-23,3,,,,2023-01-17,23,Online Banking,0
474,37,M,Widowed,Low,2460.07,273.3411111111111,9,2022-12-27,4,2.0,2022-08-08,1.0,2023-03-15,47,Online Banking,0
475,54,F,Married,High,1635.1299999999999,272.52166666666665,6,2022-11-02,3,1.0,2022-06-29,0.0,2023-05-08,35,Mobile App,0
476,35,M,Widowed,Medium,2145.93,268.24125,8,2022-11-08,3,1.0,2022-10-17,0.0,2023-01-30,34,Mobile App,0
477,38,M,Widowed,Medium,806.96,134.49333333333334,6,2022-12-04,4,,,,2023-11-20,38,Online Banking,0
478,66,M,Single,Low,1615.8400000000001,323.168,5,2022-11-16,3,,,,2023-07-16,34,Mobile App,1
479,21,F,Widowed,Low,1184.28,236.856,5,2022-11-05,4,2.0,2022-09-15,1.0,2023-09-03,11,Website,0
480,60,M,Widowed,Medium,1351.01,168.87625,8,2022-11-20,4,1.0,2022-01-10,1.0,2023-06-09,6,Website,1
481,19,F,Widowed,Medium,3386.04,376.2266666666667,9,2022-07-31,3,1.0,2022-04-21,0.0,2023-07-19,32,Website,0
482,38,M,Single,Medium,2624.42,291.6022222222222,9,2022-10-06,3,2.0,2022-03-14,0.0,2023-01-25,35,Website,1
483,54,F,Divorced,Medium,1262.48,210.41333333333333,6,2022-11-02,4,1.0,2022-11-07,1.0,2023-03-23,34,Mobile App,0
484,22,M,Divorced,Low,988.39,141.19857142857143,7,2022-11-16,3,,,,2023-04-13,43,Mobile App,0
485,34,M,Single,Medium,2129.71,304.2442857142857,7,2022-12-20,5,1.0,2022-11-14,0.0,2023-09-15,28,Mobile App,0
486,66,F,Widowed,Low,758.73,189.6825,4,2022-11-01,3,2.0,2022-08-03,1.0,2023-08-18,5,Online Banking,0
487,65,F,Widowed,Low,1624.23,232.03285714285715,7,2022-12-24,4,2.0,2022-11-08,1.0,2023-10-11,34,Mobile App,0
488,28,F,Married,Medium,393.84,393.84,1,2022-09-29,1,,,,2023-06-14,33,Mobile App,1
489,63,M,Divorced,High,1101.11,183.51833333333332,6,2022-11-20,3,,,,2023-11-23,12,Online Banking,0
490,58,F,Widowed,Low,2063.08,294.7257142857143,7,2022-11-20,5,2.0,2022-09-07,1.0,2023-02-28,40,Online Banking,0
491,48,M,Widowed,Medium,1483.12,247.18666666666664,6,2022-11-07,4,1.0,2022-12-28,0.0,2023-11-30,44,Website,1
492,45,F,Divorced,Low,1491.8,298.36,5,2022-12-19,3,,,,2023-01-06,38,Online Banking,0
493,61,M,Widowed,High,976.0,244.0,4,2022-12-02,3,,,,2023-08-29,44,Online Banking,0
494,49,M,Single,Medium,269.73,269.73,1,2022-05-31,1,1.0,2022-11-07,0.0,2023-10-08,12,Mobile App,0
495,38,M,Widowed,Low,1738.1399999999999,289.69,6,2022-12-08,5,1.0,2022-04-21,1.0,2023-01-07,37,Online Banking,0
496,24,F,Widowed,High,216.79,108.395,2,2022-05-22,2,1.0,2022-01-27,0.0,2023-12-29,1,Website,0
497,27,M,Divorced,High,1554.77,259.12833333333333,6,2022-12-14,4,2.0,2022-05-28,2.0,2023-08-30,40,Mobile App,0
498,45,F,Single,Low,763.91,381.955,2,2022-07-23,2,,,,2023-06-28,5,Website,1
499,65,M,Married,Medium,458.77,229.385,2,2022-11-26,2,1.0,2022-01-07,0.0,2023-11-30,2,Mobile App,0
500,53,M,Divorced,Medium,2429.2200000000003,269.91333333333336,9,2022-10-28,5,,,,2023-11-22,46,Online Banking,0
501,37,M,Married,Low,1317.1799999999998,164.64749999999998,8,2022-12-29,5,,,,2023-04-15,25,Online Banking,0
502,30,M,Married,High,703.3299999999999,175.83249999999998,4,2022-11-19,3,2.0,2022-04-03,2.0,2023-09-20,38,Mobile App,0
503,36,F,Single,High,1336.58,222.76333333333332,6,2022-12-02,4,,,,2023-12-07,25,Website,0
504,67,M,Married,High,551.93,183.97666666666666,3,2022-05-27,3,1.0,2022-06-06,1.0,2023-11-04,48,Mobile App,0
505,28,M,Single,High,2312.7,330.38571428571424,7,2022-12-19,3,2.0,2022-05-14,1.0,2023-06-23,22,Mobile App,0
506,52,F,Widowed,Low,1009.74,252.435,4,2022-03-19,3,2.0,2022-05-18,2.0,2023-08-10,1,Online Banking,1
507,51,M,Single,High,2325.03,258.3366666666667,9,2022-10-11,4,2.0,2022-11-26,1.0,2023-10-15,25,Online Banking,1
508,61,F,Divorced,Low,1536.61,307.322,5,2022-09-29,3,,,,2023-10-21,33,Online Banking,0
509,21,F,Married,Medium,2446.54,271.8377777777778,9,2022-12-27,5,1.0,2022-08-20,1.0,2023-08-08,22,Website,1
510,30,M,Single,Medium,392.1,392.1,1,2022-04-01,1,1.0,2022-10-24,1.0,2023-07-04,31,Mobile App,1
511,54,M,Divorced,High,2027.8799999999999,225.32,9,2022-12-24,5,1.0,2022-01-06,0.0,2023-02-12,19,Online Banking,1
512,19,F,Single,High,1362.35,272.46999999999997,5,2022-12-03,3,,,,2023-08-02,48,Mobile App,0
513,67,F,Married,High,172.81,172.81,1,2022-06-19,1,,,,2023-06-18,18,Online Banking,0
514,18,F,Married,Medium,1606.29,267.715,6,2022-10-28,4,,,,2023-07-23,1,Mobile App,0
515,57,F,Divorced,Low,1639.58,273.2633333333333,6,2022-12-03,4,,,,2023-01-06,19,Online Banking,0
516,42,F,Divorced,Low,612.22,204.07333333333335,3,2022-09-24,2,,,,2023-12-28,14,Mobile App,1
517,54,F,Divorced,Low,1073.98,214.796,5,2022-12-21,3,,,,2023-01-11,11,Online Banking,0
518,53,F,Divorced,High,3078.6,342.06666666666666,9,2022-11-13,5,2.0,2022-04-30,1.0,2023-09-25,8,Mobile App,1
519,23,F,Divorced,Low,1894.4,210.4888888888889,9,2022-11-22,5,2.0,2022-07-10,1.0,2023-06-09,18,Mobile App,0
520,24,M,Married,High,1959.29,391.858,5,2022-12-16,3,2.0,2022-08-28,0.0,2023-07-16,9,Mobile App,0
521,21,F,Widowed,Medium,645.75,322.875,2,2022-04-12,2,2.0,2022-05-18,1.0,2023-02-09,43,Website,1
522,52,M,Divorced,Low,2557.54,284.1711111111111,9,2022-11-09,5,2.0,2022-09-11,1.0,2023-09-15,28,Website,0
523,58,M,Widowed,High,2090.02,232.22444444444443,9,2022-12-24,5,,,,2023-08-22,11,Mobile App,0
524,51,F,Divorced,Low,2565.36,285.04,9,2022-11-23,4,1.0,2022-08-09,1.0,2023-10-30,49,Online Banking,0
525,46,F,Divorced,Medium,462.44,115.61,4,2022-09-16,3,1.0,2022-11-24,1.0,2023-12-07,41,Website,0
526,22,M,Divorced,Low,446.32,111.58,4,2022-09-25,3,1.0,2022-03-21,0.0,2023-02-14,30,Online Banking,0
527,44,M,Married,Low,343.51,114.50333333333333,3,2022-12-22,2,,,,2023-12-28,44,Online Banking,0
528,50,F,Widowed,Medium,1353.55,225.59166666666667,6,2022-12-19,4,1.0,2022-12-12,0.0,2023-05-16,27,Online Banking,0
529,63,F,Married,High,2333.7200000000003,291.71500000000003,8,2022-11-21,4,1.0,2022-01-13,1.0,2023-05-18,26,Online Banking,0
530,69,F,Single,High,1311.6399999999999,218.60666666666665,6,2022-11-26,4,,,,2023-12-06,49,Mobile App,1
531,27,F,Divorced,High,2008.12,223.12444444444444,9,2022-11-15,4,1.0,2022-09-11,1.0,2023-11-09,12,Online Banking,1
532,23,M,Divorced,Low,2372.58,296.5725,8,2022-11-21,3,2.0,2022-08-01,1.0,2023-10-22,38,Website,0
533,51,M,Widowed,Low,388.31,388.31,1,2022-09-11,1,1.0,2022-01-16,1.0,2023-10-29,27,Mobile App,0
534,25,M,Married,High,536.31,178.76999999999998,3,2022-12-03,3,2.0,2022-11-12,2.0,2023-08-16,37,Mobile App,0
535,48,M,Married,High,2145.98,268.2475,8,2022-11-27,3,,,,2023-06-26,17,Mobile App,0
536,26,M,Married,Low,1639.36,409.84,4,2022-08-20,3,1.0,2022-07-20,1.0,2023-11-10,46,Mobile App,0
537,38,M,Divorced,High,2067.57,344.595,6,2022-12-29,4,,,,2023-05-27,9,Online Banking,1
538,25,M,Widowed,High,651.88,325.94,2,2022-07-20,2,2.0,2022-12-19,1.0,2023-06-13,6,Online Banking,0
539,21,F,Single,Low,1286.35,214.39166666666665,6,2022-09-07,4,2.0,2022-09-17,1.0,2023-09-22,13,Mobile App,0
540,39,F,Single,Medium,649.47,324.735,2,2022-04-30,2,1.0,2022-07-10,1.0,2023-01-17,6,Online Banking,0
541,45,F,Married,Low,185.03,92.515,2,2022-07-08,2,2.0,2022-09-02,1.0,2023-09-22,38,Mobile App,0
542,62,F,Widowed,High,344.77,114.92333333333333,3,2022-10-07,3,,,,2023-07-07,4,Mobile App,0
543,21,M,Married,High,939.83,187.966,5,2022-12-09,4,1.0,2022-02-06,1.0,2023-08-25,16,Online Banking,1
544,56,M,Married,Medium,1099.45,274.8625,4,2022-12-28,3,1.0,2022-06-04,1.0,2023-02-21,36,Website,0
545,38,F,Married,Medium,452.87,226.435,2,2022-10-02,2,2.0,2022-09-07,0.0,2023-10-08,43,Website,1
546,25,M,Single,Low,575.05,287.525,2,2022-01-25,2,2.0,2022-09-04,0.0,2023-02-10,14,Online Banking,0
547,37,M,Single,Medium,716.14,238.71333333333334,3,2022-12-10,2,,,,2023-01-22,29,Website,0
548,49,M,Married,High,2116.14,235.12666666666667,9,2022-12-21,5,,,,2023-11-29,24,Website,0
549,18,M,Widowed,High,358.67,179.335,2,2022-10-26,1,,,,2023-09-02,39,Mobile App,0
550,23,F,Single,High,2140.26,267.5325,8,2022-12-22,4,2.0,2022-12-22,1.0,2023-12-30,39,Online Banking,0
551,45,F,Married,High,3027.91,336.4344444444444,9,2022-12-01,5,2.0,2022-06-30,2.0,2023-01-03,45,Mobile App,0
552,61,F,Single,Medium,1049.96,349.9866666666667,3,2022-09-02,2,,,,2023-02-05,25,Website,0
553,48,F,Divorced,High,2125.61,303.65857142857146,7,2022-11-28,5,,,,2023-11-24,46,Website,0
554,27,M,Divorced,High,1822.54,303.75666666666666,6,2022-12-25,5,1.0,2022-03-30,0.0,2023-09-25,46,Mobile App,0
555,37,F,Single,High,393.99,196.995,2,2022-10-14,2,,,,2023-11-09,3,Website,0
556,25,M,Married,Low,2132.54,304.6485714285714,7,2022-12-29,4,1.0,2022-11-01,0.0,2023-02-09,42,Online Banking,0
557,39,F,Single,Low,1179.98,393.32666666666665,3,2022-12-14,3,2.0,2022-12-23,1.0,2023-12-02,27,Online Banking,0
558,55,M,Widowed,High,1722.97,287.1616666666667,6,2022-11-22,5,,,,2023-10-24,12,Online Banking,0
559,46,F,Married,Medium,2151.66,307.38,7,2022-10-17,4,1.0,2022-01-19,1.0,2023-08-15,43,Website,0
560,26,M,Married,Medium,203.34,101.67,2,2022-12-10,2,,,,2023-12-20,2,Mobile App,1
561,61,M,Married,Low,1369.4,228.23333333333335,6,2022-12-25,3,1.0,2022-04-21,0.0,2023-10-22,38,Online Banking,0
562,64,M,Married,Low,2160.95,240.10555555555553,9,2022-11-20,5,,,,2023-05-13,26,Online Banking,1
563,18,M,Widowed,Medium,1090.13,218.026,5,2022-12-20,2,,,,2023-06-12,29,Mobile App,0
564,58,M,Single,Low,1859.23,265.6042857142857,7,2022-12-06,3,,,,2023-06-06,45,Online Banking,0
565,69,M,Single,Low,2436.25,406.0416666666667,6,2022-12-04,3,2.0,2022-10-29,1.0,2023-04-22,30,Website,1
566,56,M,Divorced,High,1867.21,266.7442857142857,7,2022-12-02,4,,,,2023-06-15,38,Online Banking,0
567,43,M,Married,Medium,472.36,472.36,1,2022-01-10,1,,,,2023-11-27,41,Online Banking,0
568,28,M,Divorced,High,1051.21,350.40333333333336,3,2022-10-14,2,1.0,2022-07-11,0.0,2023-08-16,32,Online Banking,0
569,69,F,Widowed,Low,1550.8500000000001,258.475,6,2022-12-07,4,1.0,2022-10-21,0.0,2023-11-22,38,Online Banking,0
570,52,F,Single,Low,2358.04,336.86285714285714,7,2022-09-16,4,2.0,2022-10-30,1.0,2023-08-04,21,Mobile App,0
571,41,F,Single,Low,962.48,320.82666666666665,3,2022-10-27,2,1.0,2022-03-14,1.0,2023-04-25,8,Website,0
572,50,F,Married,Low,538.06,269.03,2,2022-12-29,2,,,,2023-01-26,6,Website,0
573,37,F,Single,Medium,1331.4,266.28000000000003,5,2022-11-04,2,,,,2023-01-23,4,Website,0
574,44,M,Widowed,Medium,2437.4,270.82222222222225,9,2022-12-31,4,1.0,2022-09-30,0.0,2023-04-01,17,Mobile App,1
575,32,F,Widowed,Medium,1550.26,172.2511111111111,9,2022-11-02,4,2.0,2022-09-14,1.0,2023-07-10,21,Mobile App,0
576,50,F,Married,Medium,755.9300000000001,188.98250000000002,4,2022-08-31,3,2.0,2022-08-30,2.0,2023-12-21,4,Website,1
577,69,M,Divorced,High,2373.23,296.65375,8,2022-10-06,4,1.0,2022-07-21,1.0,2023-04-25,35,Website,1
578,24,F,Married,High,715.6,238.53333333333333,3,2022-10-17,3,1.0,2022-09-21,0.0,2023-04-23,30,Mobile App,0
579,51,F,Widowed,High,402.41,201.205,2,2022-07-21,1,,,,2023-05-23,27,Online Banking,1
580,62,M,Single,Low,232.75,116.375,2,2022-12-11,1,2.0,2022-12-02,1.0,2023-12-01,12,Website,0
581,68,F,Single,Medium,407.65999999999997,203.82999999999998,2,2022-07-04,2,1.0,2022-07-24,1.0,2023-03-25,48,Mobile App,0
582,63,F,Single,Medium,1876.3600000000001,268.0514285714286,7,2022-10-14,3,,,,2023-10-18,20,Online Banking,0
583,59,M,Widowed,Medium,783.96,195.99,4,2022-09-08,3,,,,2023-02-15,40,Online Banking,0
584,22,M,Divorced,High,1677.08,239.58285714285714,7,2022-08-18,4,2.0,2022-06-18,1.0,2023-11-07,44,Online Banking,0
585,47,M,Married,Low,1709.36,284.8933333333333,6,2022-10-23,4,2.0,2022-07-13,0.0,2023-04-08,41,Online Banking,0
586,45,M,Divorced,Low,1667.53,333.506,5,2022-05-21,2,1.0,2022-03-12,1.0,2023-11-14,33,Online Banking,1
587,35,F,Single,Low,623.49,207.83,3,2022-11-18,3,1.0,2022-12-18,0.0,2023-04-01,10,Website,0
588,53,F,Married,High,1726.51,215.81375,8,2022-12-14,3,2.0,2022-06-11,1.0,2023-11-21,5,Mobile App,1
589,20,F,Widowed,Medium,2356.94,261.88222222222225,9,2022-12-29,3,2.0,2022-11-19,1.0,2023-04-20,11,Mobile App,1
590,38,M,Widowed,High,1383.59,153.73222222222222,9,2022-12-01,4,,,,2023-10-14,21,Mobile App,0
591,63,F,Divorced,Medium,215.12,215.12,1,2022-06-09,1,2.0,2022-08-27,1.0,2023-04-23,20,Online Banking,0
592,33,M,Married,Low,2642.14,330.2675,8,2022-11-27,4,,,,2023-02-03,44,Mobile App,0
593,54,F,Single,Medium,2959.62,328.84666666666664,9,2022-12-26,5,1.0,2022-09-15,0.0,2023-01-04,9,Online Banking,0
594,59,M,Divorced,Low,2544.69,282.74333333333334,9,2022-12-30,5,2.0,2022-12-25,1.0,2023-06-09,30,Mobile App,0
595,22,F,Widowed,Low,2270.36,283.795,8,2022-09-12,3,1.0,2022-10-26,0.0,2023-04-23,48,Online Banking,0
596,67,F,Married,Low,1346.76,269.352,5,2022-09-21,2,,,,2023-06-07,4,Mobile App,0
597,68,M,Married,Medium,1726.8999999999999,246.7,7,2022-10-17,3,1.0,2022-07-21,1.0,2023-10-17,9,Website,0
598,31,M,Widowed,High,1906.1000000000001,272.3,7,2022-12-26,4,,,,2023-07-09,40,Online Banking,0
599,48,M,Single,Low,2347.42,260.82444444444445,9,2022-09-24,4,2.0,2022-11-08,0.0,2023-12-16,3,Website,0
600,63,F,Single,Medium,865.0,216.25,4,2022-11-17,4,1.0,2022-05-05,1.0,2023-11-22,38,Online Banking,0
601,41,F,Widowed,Low,2473.79,309.22375,8,2022-11-13,5,2.0,2022-04-15,1.0,2023-09-11,25,Website,0
602,52,M,Widowed,Medium,1158.83,128.7588888888889,9,2022-10-22,4,,,,2023-05-13,37,Mobile App,1
603,53,M,Single,High,1476.4,295.28000000000003,5,2022-12-12,3,,,,2023-06-16,30,Mobile App,0
604,27,M,Divorced,Low,437.92999999999995,145.97666666666666,3,2022-10-24,3,2.0,2022-09-22,1.0,2023-05-06,31,Website,0
605,44,M,Divorced,Low,1187.98,296.995,4,2022-12-24,2,,,,2023-01-13,17,Mobile App,1
606,44,F,Married,Low,271.99,271.99,1,2022-07-19,1,,,,2023-10-03,10,Website,0
607,40,M,Married,High,1489.51,297.902,5,2022-12-19,3,1.0,2022-11-16,1.0,2023-01-16,8,Mobile App,1
608,30,M,Divorced,Medium,2463.96,273.7733333333333,9,2022-12-29,4,1.0,2022-09-05,1.0,2023-01-14,2,Mobile App,0
609,33,F,Married,Low,110.77,110.77,1,2022-07-25,1,2.0,2022-08-13,1.0,2023-12-21,32,Website,0
610,52,F,Divorced,Low,1504.22,300.844,5,2022-09-20,3,,,,2023-12-07,11,Mobile App,0
611,44,M,Married,High,624.87,208.29,3,2022-10-23,3,1.0,2022-06-27,1.0,2023-10-11,10,Online Banking,0
612,69,F,Divorced,Medium,1688.29,241.18428571428572,7,2022-12-14,4,2.0,2022-08-13,0.0,2023-12-17,41,Online Banking,0
613,56,M,Married,High,612.18,204.05999999999997,3,2022-11-26,2,,,,2023-08-26,32,Online Banking,0
614,64,F,Married,High,1239.16,413.05333333333334,3,2022-12-10,3,1.0,2022-11-15,0.0,2023-03-25,24,Mobile App,1
615,34,F,Divorced,Low,481.67999999999995,160.55999999999997,3,2022-06-22,2,2.0,2022-08-12,1.0,2023-08-11,7,Online Banking,0
616,65,M,Single,Medium,1674.35,209.29375,8,2022-09-07,5,1.0,2022-08-19,1.0,2023-08-14,29,Online Banking,1
617,58,F,Divorced,Low,2146.58,306.6542857142857,7,2022-12-08,5,,,,2023-01-22,2,Online Banking,1
618,18,M,Divorced,Low,1025.54,146.50571428571428,7,2022-12-07,4,2.0,2022-05-14,0.0,2023-11-20,16,Mobile App,1
619,28,M,Widowed,High,244.19,244.19,1,2022-04-10,1,1.0,2022-11-25,1.0,2023-04-27,31,Online Banking,1
620,29,F,Single,High,694.35,231.45000000000002,3,2022-12-17,2,1.0,2022-02-27,1.0,2023-02-25,12,Online Banking,0
621,31,F,Married,Low,204.8,102.4,2,2022-02-18,1,1.0,2022-07-28,0.0,2023-08-15,32,Online Banking,0
622,25,M,Single,High,754.54,150.908,5,2022-12-06,4,1.0,2022-06-27,1.0,2023-10-01,47,Online Banking,0
623,48,F,Single,High,1074.25,153.46428571428572,7,2022-11-20,4,2.0,2022-11-19,2.0,2023-04-12,41,Online Banking,0
624,24,F,Single,Medium,934.44,233.61,4,2022-08-23,3,,,,2023-11-19,18,Website,0
625,63,F,Widowed,Low,2452.39,272.48777777777775,9,2022-12-22,4,,,,2023-08-03,3,Mobile App,1
626,48,M,Widowed,Low,2416.9,302.1125,8,2022-12-03,4,,,,2023-02-27,16,Website,0
627,33,F,Married,Medium,1929.48,321.58,6,2022-09-05,5,1.0,2022-07-11,0.0,2023-11-16,49,Website,1
628,59,F,Divorced,High,67.65,67.65,1,2022-05-03,1,1.0,2022-11-26,0.0,2023-01-16,42,Website,0
629,56,M,Single,Medium,657.3699999999999,219.1233333333333,3,2022-10-17,2,2.0,2022-09-10,1.0,2023-01-07,18,Online Banking,0
630,61,F,Married,Medium,942.44,471.22,2,2022-09-26,1,1.0,2022-03-10,1.0,2023-08-17,44,Website,1
631,36,M,Married,Medium,238.83,238.83,1,2022-05-12,1,2.0,2022-11-13,1.0,2023-07-23,15,Website,0
632,25,M,Widowed,High,1060.8600000000001,176.81000000000003,6,2022-11-08,4,1.0,2022-02-07,1.0,2023-11-28,41,Online Banking,0
633,46,M,Divorced,Medium,1985.72,248.215,8,2022-12-29,4,2.0,2022-07-22,2.0,2023-11-04,37,Online Banking,0
634,19,M,Divorced,Low,1053.54,263.385,4,2022-09-29,3,2.0,2022-11-16,2.0,2023-04-21,23,Mobile App,0
635,59,F,Widowed,High,1574.74,314.948,5,2022-05-31,2,1.0,2022-03-17,1.0,2023-12-10,26,Online Banking,0
636,20,M,Single,Medium,1041.72,208.344,5,2022-11-20,3,2.0,2022-12-19,1.0,2023-09-27,7,Online Banking,0
637,68,M,Widowed,Medium,1629.96,203.745,8,2022-10-19,4,1.0,2022-07-07,0.0,2023-04-26,48,Online Banking,0
638,46,M,Married,Medium,194.63,97.315,2,2022-10-03,2,,,,2023-04-30,21,Website,0
639,32,F,Widowed,Medium,1874.22,234.2775,8,2022-12-29,4,1.0,2022-09-24,1.0,2023-03-30,29,Website,0
640,55,M,Divorced,Medium,2408.65,301.08125,8,2022-12-19,4,2.0,2022-08-30,1.0,2023-11-24,45,Website,0
641,45,M,Single,Medium,1717.5700000000002,190.84111111111113,9,2022-11-27,4,2.0,2022-03-04,1.0,2023-06-15,7,Online Banking,1
642,54,M,Married,Low,1587.38,264.56333333333333,6,2022-07-10,3,1.0,2022-10-18,1.0,2023-08-15,6,Online Banking,0
643,49,M,Married,High,1060.42,151.48857142857145,7,2022-12-28,4,,,,2023-09-17,27,Online Banking,1
644,47,M,Divorced,Low,266.05,133.025,2,2022-11-05,1,1.0,2022-06-12,0.0,2023-09-11,43,Mobile App,1
645,68,M,Widowed,Medium,328.56,328.56,1,2022-08-01,1,2.0,2022-10-18,1.0,2023-06-28,46,Website,0
646,64,M,Married,Medium,163.69,163.69,1,2022-05-07,1,,,,2023-02-23,17,Website,1
647,47,M,Widowed,Medium,12.46,12.46,1,2022-01-12,1,2.0,2022-06-24,1.0,2023-03-11,24,Mobile App,0
648,68,M,Married,Low,1028.17,342.72333333333336,3,2022-07-04,2,1.0,2022-03-09,0.0,2023-08-11,28,Website,0
649,51,M,Divorced,Medium,759.5699999999999,189.89249999999998,4,2022-11-11,2,1.0,2022-09-17,1.0,2023-07-01,26,Website,0
650,30,M,Married,Low,499.67,249.835,2,2022-12-29,2,1.0,2022-09-15,0.0,2023-08-30,38,Online Banking,1
651,50,M,Married,High,1467.02,209.5742857142857,7,2022-12-09,4,,,,2023-05-17,26,Online Banking,0
652,59,F,Single,Low,1245.86,249.17199999999997,5,2022-10-13,3,2.0,2022-06-15,2.0,2023-05-18,40,Website,0
653,34,F,Married,Low,392.17,392.17,1,2022-08-31,1,1.0,2022-12-04,0.0,2023-03-30,1,Mobile App,0
654,20,M,Divorced,High,1437.17,159.68555555555557,9,2022-10-30,4,1.0,2022-03-14,0.0,2023-02-19,19,Mobile App,0
655,26,F,Married,Medium,2097.25,233.02777777777777,9,2022-08-07,5,2.0,2022-12-16,2.0,2023-01-31,26,Mobile App,0
656,69,F,Divorced,Low,1567.52,223.93142857142857,7,2022-11-16,5,,,,2023-07-10,35,Mobile App,0
657,28,F,Widowed,High,1135.3,227.06,5,2022-09-05,4,1.0,2022-09-01,0.0,2023-12-07,16,Online Banking,1
658,66,M,Divorced,Low,1132.79,188.79833333333332,6,2022-09-14,3,1.0,2022-02-07,1.0,2023-06-25,13,Mobile App,1
659,44,F,Widowed,Low,1658.16,276.36,6,2022-11-30,3,2.0,2022-08-16,1.0,2023-09-25,10,Website,0
660,45,F,Married,High,2676.26,334.5325,8,2022-10-19,5,2.0,2022-08-25,1.0,2023-08-13,8,Mobile App,0
661,19,M,Divorced,Low,1579.69,197.46125,8,2022-12-23,5,,,,2023-10-12,27,Mobile App,0
662,18,F,Single,High,758.41,189.6025,4,2022-07-13,3,,,,2023-09-01,26,Mobile App,0
